0.002,0.0030000000000000027
0.102,0.09299999999999997
0.202,0.1838415841584159
0.302,0.26006291390728475
0.402,0.3313059701492538
0.502,0.39438844621513947
0.602,0.4516677740863787
0.702,0.504940170940171
0.802,0.5511920199501247
0.902,0.5940920177383592
1.002,0.6331976047904191
1.102,0.6683684210526315
1.202,0.6984767054908485
1.302,0.7282043010752688
1.402,0.7540292439372325
1.502,0.7776058588548602
1.602,0.7986298377028714
1.702,0.8179900117508814
1.802,0.8346881243063263
1.902,0.8506198738170347
2.002,0.8650359640359641
2.102,0.8778677450047574
2.202,0.8890790190735695
2.302,0.9000825369244135
2.402,0.9094983347210658
2.502,0.9180583533173461
2.602,0.9258670253651038
2.702,0.9329537379718726
2.802,0.9392962169878658
2.902,0.9451402481047554
3.002,0.950313124583611
3.102,0.9551727917472599
3.202,0.9593132417239225
3.302,0.963228952150212
3.402,0.9667128159905938
3.502,0.9697835522558538
3.602,0.9726740699611327
3.702,0.9753960021609941
3.802,0.9776425565491846
3.902,0.9797708867247565
4.002,0.9817178910544727
4.102,0.9835548512920527
4.202,0.9850278438838648
4.302,0.9864249186424918
4.402,0.9876978646069968
4.502,0.9889391381608175
4.602,0.9900206431986093
4.702,0.9909661846022969
4.802,0.9918184089962515
4.902,0.9926117911056711
